audit_id,experiment,family_id,partition,source,domain,contrast_or_cell,arm_id,factors_json
G2-0376,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,observation,current_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0377,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,observation,current_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0378,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,observation,archived_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0379,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,observation,archived_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0380,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,resolved_neutral_controls,resolved_current,"{""content"": ""resolved""}"
G2-0381,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,resolved_neutral_controls,neutral_current,"{""content"": ""neutral""}"
G2-0382,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,agency,current_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0383,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,agency,current_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0384,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,agency,archived_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0385,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,agency,archived_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0386,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,cost,zero,"{""actuality"": ""actual"", ""cost"": ""zero"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0387,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,cost,low,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0388,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,cost,high,"{""actuality"": ""actual"", ""cost"": ""high"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0389,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,cost,none,"{""actuality"": ""actual"", ""cost"": ""none"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0390,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,persona,current_neutral,"{""content"": ""current"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0391,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,persona,current_caring,"{""content"": ""current"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0392,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,persona,archived_neutral,"{""content"": ""archived"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0393,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,persona,archived_caring,"{""content"": ""archived"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0394,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,persona,neutral_neutral,"{""content"": ""neutral"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0395,gate2_wp3,wp3_google_gemini25_flash_02,WP3-dev,google_gemini25_flash,education,persona,neutral_caring,"{""content"": ""neutral"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0396,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,observation,current_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0397,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,observation,current_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0398,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,observation,archived_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0399,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,observation,archived_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0400,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,resolved_neutral_controls,resolved_current,"{""content"": ""resolved""}"
G2-0401,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,resolved_neutral_controls,neutral_current,"{""content"": ""neutral""}"
G2-0402,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,agency,current_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0403,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,agency,current_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0404,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,agency,archived_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0405,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,agency,archived_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0406,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,cost,zero,"{""actuality"": ""actual"", ""cost"": ""zero"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0407,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,cost,low,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0408,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,cost,high,"{""actuality"": ""actual"", ""cost"": ""high"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0409,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,cost,none,"{""actuality"": ""actual"", ""cost"": ""none"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0410,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,persona,current_neutral,"{""content"": ""current"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0411,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,persona,current_caring,"{""content"": ""current"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0412,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,persona,archived_neutral,"{""content"": ""archived"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0413,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,persona,archived_caring,"{""content"": ""archived"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0414,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,persona,neutral_neutral,"{""content"": ""neutral"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0415,gate2_wp3,wp3_google_gemini25_flash_07,B8-confirm,google_gemini25_flash,everyday,persona,neutral_caring,"{""content"": ""neutral"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
